,EXP,REXP,SEXP
1245,772,486.57300000000004,739
1246,230,158.296,76
1247,231,159.295,77
1248,232,160.283,57
1249,464,232.61700000000002,434
1250,775,487.01199999999994,742
1251,778,490.005,745
1252,781,492.996,748
1253,784,495.995,751
1254,787,498.99300000000005,472
1255,252,123.68299999999999,79
1256,789,500.88699999999994,282
1257,253,124.67399999999999,80
1258,52,34.1082,43
1259,790,501.06,283
1260,243,183.382,152
1261,791,501.13699999999994,23
1262,245,184.953,154
1263,247,186.952,237
1264,250,189.949,240
1265,792,501.815,758
1266,795,504.64099999999996,761
1267,798,503.32800000000003,292
1268,801,506.301,765
1269,804,509.3,768
1270,807,512.1619999999999,297
1271,810,515.154,300
1272,253,190.108,160
1273,254,123.88600000000001,198
1274,257,126.866,35
1275,814,511.769,773
1276,233,155.312,215
1277,817,512.5459999999999,289
1278,818,513.5409999999999,215
1279,819,513.757,272
1280,467,229.136,356
1281,236,157.089,138
1282,239,160.04399999999998,88
1283,242,163.035,221
1284,245,166.033,81
1285,246,167.03099999999998,225
1286,249,169.796,228
1287,252,172.755,63
1288,253,173.753,64
1289,254,174.702,65
1290,255,175.7,66
1291,256,176.40099999999998,67
1292,257,177.396,68
1293,820,509.006,779
1294,826,514.998,785
1295,829,517.996,219
1296,830,518.996,789
1297,833,521.992,792
1298,836,524.991,795
1299,839,527.98,825
1300,843,531.976,829
1301,847,535.809,804
1302,850,538.808,807
1303,258,177.65,237
1304,853,537.0459999999999,810
1305,856,538.117,813
1306,258,123.885,36
1307,859,540.0880000000001,531
1308,861,539.207,314
1309,261,176.88299999999998,240
1310,264,179.838,172
1311,863,538.934,286
1312,55,34.5847,47
1313,258,183.842,164
1314,59,38.4634,53
1315,266,179.799,245
1316,269,182.797,248
1317,864,535.266,287
1318,260,184.713,250
1319,272,185.769,251
1320,64,43.2857,25
1321,865,536.02,518
1322,867,537.319,289
1323,263,187.355,253
1324,266,190.329,170
1325,868,538.2,290
1326,869,538.164,825
1327,872,541.161,828
1328,268,191.90099999999998,91
1329,269,192.9,173
1330,875,544.091,30
1331,876,545.073,31
1332,877,545.997,32
1333,275,187.618,254
1334,271,194.22799999999998,175
1335,278,190.28599999999997,257
1336,273,196.165,263
1337,66,44.8303,44
1338,69,47.8301,43
1339,878,543.33,305
1340,279,200.99099999999999,269
1341,261,123.87,201
1342,879,543.089,832
1343,882,546.043,835
1344,282,203.592,272
1345,888,551.154,309
1346,71,49.3071,49
1347,74,52.3071,4
1348,75,53.3059,52
1349,264,126.087,130
1350,889,547.112,842
1351,892,550.111,845
1352,266,127.57799999999999,206
1353,269,130.375,39
1354,270,131.375,209
1355,895,551.04,848
1356,898,554.039,851
1357,285,203.185,275
1358,281,188.782,260
1359,284,191.00799999999998,263
1360,901,554.007,333
1361,469,217.822,358
1362,903,555.993,615
1363,905,556.795,857
1364,908,559.765,860
1365,288,204.28599999999997,278
1366,287,192.58900000000003,266
1367,273,132.93,212
1368,276,135.614,138
1369,278,137.54,52
1370,290,194.49900000000002,174
1371,292,196.38299999999998,271
1372,3,2.9999700000000002,1
1373,911,554.086,863
1374,914,557.036,866
1375,917,560.034,869
1376,4,3.99015,4
1377,291,203.585,96
1378,294,206.584,93
1379,295,197.565,274
1380,920,560.964,307
1381,4,3.5877,3
1382,7,6.9330300000000005,7
1383,10,9.932910000000001,10
1384,295,206.685,283
1385,298,209.683,286
1386,301,212.679,289
1387,304,215.671,92
1388,305,216.67,196
1389,307,218.67,97
1390,921,559.944,308
1391,13,12.8814,13
1392,298,198.644,277
1393,304,204.546,283
1394,308,217.924,296
1395,311,220.857,299
1396,279,136.035,218
1397,282,138.997,143
1398,307,206.738,85
1399,314,223.36599999999999,196
1400,922,555.765,343
1401,284,140.674,213
1402,926,558.823,876
1403,929,561.822,879
1404,316,224.618,304
1405,932,564.067,635
1406,319,227.47099999999998,307
1407,471,213.668,360
1408,78,53.0092,61
1409,81,56.0006,64
1410,84,58.9529,67
1411,308,205.81799999999998,287
1412,322,229.058,310
1413,934,562.696,637
1414,936,564.695,0
1415,16,15.4794,16
1416,19,18.472,19
1417,311,208.334,290
1418,473,214.49200000000002,0
1419,473,214.49099999999999,197
1420,936,563.5409999999999,639
1421,938,565.539,888
1422,946,573.531,896
1423,22,21.4183,22
1424,325,231.222,313
1425,331,237.15200000000002,319
1426,28,27.3541,28
1427,314,210.21599999999998,293
1428,952,576.95,902
1429,34,33.2589,34
1430,87,61.2507,46
1431,37,36.2371,25
1432,39,38.2371,12
1433,43,42.2355,29
1434,45,44.2355,14
1435,958,582.629,332
1436,959,583.628,333
1437,960,584.359,0
1438,46,45.1453,31
1439,960,582.544,325
1440,962,583.623,658
1441,966,587.621,915
1442,972,593.618,921
1443,978,599.596,927
1444,50,48.8196,50
1445,53,51.8193,53
1446,56,54.7453,56
1447,62,60.7449,21
1448,63,61.7447,22
1449,337,240.25799999999998,325
1450,320,214.09900000000002,299
1451,984,603.415,342
1452,985,604.411,343
1453,986,604.133,935
1454,992,610.131,941
1455,998,615.169,947
1456,1004,621.071,688
1457,343,244.655,331
1458,288,140.66899999999998,91
1459,289,141.65200000000002,147
1460,326,217.83700000000002,199
1461,1008,621.49,957
1462,349,248.792,337
1463,330,221.408,200
1464,291,143.253,172
1465,1014,625.33,267
1466,1015,626.3290000000001,268
1467,355,253.747,233
1468,334,224.65900000000002,313
1469,1016,626.4019999999999,269
1470,77,38.4702,27
1471,70,67.2149,45
1472,72,69.2146,47
1473,1018,628.273,696
1474,1022,632.2719999999999,615
1475,79,40.4664,29
1476,1026,636.116,36
1477,340,230.09400000000002,221
1478,1028,636.901,702
1479,344,234.06799999999998,225
1480,346,236.06799999999998,227
1481,1032,640.881,358
1482,359,256.14,121
1483,1034,640.306,38
1484,295,146.082,151
1485,350,238.66299999999998,329
1486,80,76.3867,80
1487,83,79.3863,83
1488,89,61.0452,38
1489,297,147.877,153
1490,1040,644.359,362
1491,86,82.2061,57
1492,88,84.2042,88
1493,1042,646.284,987
1494,356,244.14,335
1495,362,249.796,341
1496,91,62.7611,73
1497,94,65.7606,76
1498,368,255.271,347
1499,97,68.7132,26
1500,299,149.388,97
1501,361,255.96900000000002,349
1502,367,261.574,112
1503,374,260.736,353
1504,94,89.5189,94
1505,1048,648.774,998
1506,1052,652.754,6
1507,100,95.5106,100
1508,1053,653.654,996
1509,1059,659.5060000000001,633
1510,1063,663.447,1006
1511,369,261.948,357
1512,375,267.945,247
1513,380,265.10400000000004,359
1514,300,149.45600000000002,98
1515,379,271.885,367
1516,385,277.879,373
1517,1066,661.8539999999999,281
1518,1067,662.852,282
1519,386,269.382,255
1520,1068,661.168,1011
1521,390,273.283,130
1522,392,274.832,371
1523,398,280.809,377
1524,474,206.205,363
1525,401,282.05,380
1526,476,208.199,365
1527,478,210.197,167
1528,479,211.197,168
1529,391,279.762,379
1530,1074,662.085,732
1531,1076,664.085,361
1532,397,284.60400000000004,385
1533,480,211.071,369
1534,482,213.06799999999998,371
1535,1078,655.256,402
1536,98,66.3634,80
1537,1082,653.5269999999999,364
1538,301,145.615,157
1539,484,209.797,373
1540,486,211.778,375
1541,488,213.775,377
1542,490,215.775,208
1543,492,217.775,4
1544,493,218.774,206
1545,303,145.61700000000002,159
1546,494,219.748,207
1547,495,220.52200000000002,208
1548,496,221.521,0
1549,1083,642.578,739
1550,305,146.549,242
1551,308,149.542,163
1552,310,151.535,103
1553,101,67.3603,83
1554,403,274.63599999999997,267
1555,407,278.45599999999996,139
1556,408,279.197,272
1557,104,69.9103,86
1558,410,280.526,398
1559,416,284.41900000000004,404
1560,422,285.76,410
1561,1085,622.499,408
1562,110,73.8012,92
1563,311,148.131,166
1564,1087,619.221,410
1565,1089,621.107,412
1566,1091,623.092,414
1567,1093,625.092,46
1568,7,5.25643,4
1569,1096,625.871,1031
1570,425,284.54,284
1571,427,286.517,415
1572,430,288.968,288
1573,496,213.05900000000003,0
1574,113,75.5398,95
1575,116,78.5391,98
1576,432,289.565,141
1577,434,291.29900000000004,291
1578,436,293.297,293
1579,119,81.2102,108
1580,1099,623.904,658
1581,1101,625.841,1036
1582,1107,631.8380000000001,1042
1583,1110,634.785,1045
1584,1114,638.775,1049
1585,438,294.574,274
1586,1118,640.939,759
1587,1120,642.832,382
1588,440,295.975,427
1589,443,298.973,430
1590,1121,643.6,431
1591,446,301.91900000000004,133
1592,448,303.556,435
1593,1125,646.599,677
1594,451,306.38599999999997,136
1595,452,306.749,154
1596,453,306.405,440
1597,456,308.959,443
1598,1129,645.9780000000001,773
1599,1133,649.9540000000001,674
1600,123,83.8328,43
1601,496,209.769,0
1602,1135,644.033,431
1603,1139,648.001,435
1604,1141,649.999,437
1605,124,83.63600000000001,52
1606,496,207.907,214
1607,459,305.906,446
1608,1143,648.192,1068
1609,1146,651.174,1071
1610,126,85.1055,89
1611,463,309.314,3
1612,1149,652.389,1074
1613,464,308.10900000000004,291
1614,466,310.108,152
1615,1152,651.5840000000001,389
1616,1154,653.5740000000001,399
1617,1157,656.573,391
1618,1158,657.572,393
1619,467,310.36,452
1620,129,87.0702,108
1621,132,89.8755,111
1622,135,92.8671,86
1623,313,142.71200000000002,187
1624,315,144.708,252
1625,318,147.21,41
1626,319,148.207,48
1627,321,150.03799999999998,171
1628,323,151.998,108
1629,1160,651.757,783
1630,1162,653.752,785
1631,1164,655.752,393
1632,1165,655.7139999999999,1140
1633,324,152.345,174
1634,81,36.6328,46
1635,1169,658.4010000000001,1089
1636,470,306.438,313
1637,83,38.4809,48
1638,1172,658.1619999999999,792
1639,137,92.9506,116
1640,140,95.9463,119
1641,326,153.37,176
1642,1174,657.4989999999999,1094
1643,1177,660.498,1097
1644,1180,663.497,399
1645,328,154.965,178
1646,143,98.2304,64
1647,85,40.2486,78
1648,330,155.972,180
1649,1181,658.8430000000001,799
1650,146,100.368,71
1651,1183,659.085,801
1652,148,102.165,56
1653,1185,660.9739999999999,803
1654,332,157.287,182
1655,334,159.286,70
1656,1189,660.577,807
1657,150,103.295,95
1658,473,300.95099999999996,315
1659,1191,659.5010000000001,409
1660,1193,661.498,411
1661,1195,663.485,413
1662,1197,664.097,7
1663,1198,665.0830000000001,413
1664,1200,667.082,415
1665,1202,667.905,814
1666,1204,669.904,816
1667,1206,668.5060000000001,714
1668,1,0.997323,0
1669,335,157.319,269
1670,1208,668.563,716
1671,1210,670.561,718
1672,477,299.98400000000004,461
1673,1212,671.165,821
1674,1214,673.164,823
1675,1216,674.35,55
1676,1217,669.592,425
1677,1219,671.591,427
1678,1221,673.576,1132
1679,1224,676.575,1135
1680,1227,678.6469999999999,1138
1681,1230,681.645,1141
1682,1233,683.492,1144
1683,1239,689.455,1150
1684,1242,692.454,1153
1685,1245,695.3860000000001,843
1686,1247,693.817,438
1687,1249,695.814,440
1688,1251,697.743,439
1689,1253,699.742,441
1690,481,297.763,464
1691,484,300.762,467
1692,1255,700.753,1162
1693,1258,703.752,1165
1694,1261,706.7410000000001,7
1695,1262,707.74,8
1696,1263,708.7360000000001,12
1697,1264,709.7360000000001,13
1698,1265,710.715,434
1699,1266,711.7139999999999,435
1700,1267,712.7080000000001,315
1701,1268,713.676,436
1702,1269,714.674,0
1703,1269,714.553,11
1704,1270,714.534,437
1705,1271,715.533,438
1706,1272,716.22,452
1707,1275,718.0369999999999,454
1708,1277,720.0360000000001,456
1709,1279,722.035,457
1710,1282,719.7239999999999,0
1711,1282,719.7239999999999,0
1712,498,194.671,384
1713,1282,717.875,446
1714,1284,719.8710000000001,419
1715,338,154.955,187
1716,487,298.528,470
1717,1285,715.492,1236
1718,490,299.415,473
1719,493,302.414,476
1720,496,304.91,479
1721,499,307.865,482
1722,502,310.863,485
1723,505,313.421,337
1724,507,315.415,490
1725,510,318.399,493
1726,1289,714.887,738
1727,1293,715.055,480
1728,2,1.79168,1
1729,1297,708.437,1189
1730,1300,711.436,1192
1731,1303,713.4739999999999,321
1732,1304,714.34,874
1733,500,191.699,211
1734,501,192.69799999999998,0
1735,501,192.69799999999998,212
1736,1306,708.7760000000001,1198
1737,1312,714.7130000000001,1204
1738,5,4.69109,2
1739,7,6.691089999999999,4
1740,1318,720.1619999999999,1226
1741,1328,730.122,1236
1742,1333,734.997,1219
1743,1336,737.903,456
1744,1337,738.903,457
1745,1338,739.903,458
1746,1339,740.868,1230
1747,340,150.933,274
1748,502,191.94400000000002,388
1749,1347,745.324,438
1750,1349,747.301,1233
1751,1352,750.3,1236
1752,1358,756.209,1242
1753,1361,759.2080000000001,1245
1754,1367,764.579,1251
1755,1373,769.7719999999999,340
1756,1374,770.7719999999999,341
1757,346,155.667,193
1758,348,157.665,195
1759,1376,770.289,1260
1760,1379,772.557,1263
1761,1385,777.9739999999999,346
1762,1386,778.8539999999999,472
1763,1387,774.36,1271
1764,152,92.1602,128
1765,155,95.0073,99
1766,504,191.028,471
1767,1393,775.8660000000001,349
1768,1395,777.845,1279
1769,1401,783.8430000000001,477
1770,9,8.34408,5
1771,88,38.4743,32
1772,507,193.59,392
1773,1402,782.578,933
1774,1404,784.576,935
1775,157,95.821,133
1776,89,39.2562,33
1777,350,156.196,197
1778,1406,773.571,353
1779,1407,774.571,354
1780,166,103.291,107
1781,1409,774.477,457
1782,1411,773.279,1295
1783,1417,777.341,1301
1784,1420,780.34,1304
1785,1426,786.336,501
1786,1428,788.336,503
1787,1430,790.335,505
1788,1432,788.815,952
1789,1438,794.757,361
1790,1439,795.757,362
1791,1440,796.757,363
1792,1441,797.22,975
1793,1444,799.5369999999999,960
1794,1446,801.5369999999999,962
1795,1450,805.482,966
1796,1456,811.451,505
1797,1462,816.0269999999999,1339
1798,1468,821.875,476
1799,1469,822.8739999999999,477
1800,1470,823.8739999999999,478
1801,1471,824.8710000000001,982
1802,1473,826.8710000000001,984
1803,172,106.48,113
1804,513,288.397,496
1805,352,153.315,208
1806,519,293.818,502
1807,522,296.816,505
1808,174,108.06700000000001,150
1809,1477,816.569,482
1810,1478,817.568,849
1811,1480,819.568,851
1812,1482,819.1210000000001,1359
1813,1488,825.1189999999999,1365
1814,11,9.52885,5
1815,183,115.574,104
1816,1491,823.1469999999999,371
1817,12,10.4571,6
1818,1492,822.721,372
1819,1493,821.6080000000001,488
1820,1494,820.823,1399
1821,1504,830.555,511
1822,1505,831.554,512
1823,14,12.3272,7
1824,1506,827.6389999999999,1411
1825,1511,832.165,514
1826,1512,831.888,376
1827,1513,832.888,377
1828,1516,834.187,575
1829,185,115.117,161
1830,1518,836.158,1387
1831,1524,842.137,1393
1832,1530,847.247,496
1833,354,151.32399999999998,122
1834,1532,848.92,520
1835,525,289.37,508
1836,528,292.369,511
1837,1537,849.712,1023
1838,1539,851.709,1025
1839,1541,853.7080000000001,1027
1840,1543,855.706,930
1841,1546,858.705,933
1842,1552,864.6469999999999,1032
1843,1554,866.6460000000001,504
1844,1555,867.645,530
1845,1556,868.52,629
1846,1560,872.518,633
1847,1568,880.5110000000001,939
1848,1571,883.51,942
1849,1574,886.51,945
1850,15,13.0099,9
1851,1583,894.2710000000001,539
1852,18,15.9998,0
1853,1584,893.0360000000001,1434
1854,191,119.616,131
1855,1587,895.087,390
1856,1588,896.087,391
1857,1589,897.086,392
1858,200,128.59799999999998,173
1859,1590,897.817,963
1860,1599,905.602,940
1861,1601,907.257,1051
1862,1603,909.2560000000001,1053
1863,1605,911.1460000000001,547
1864,1607,913.145,549
1865,1609,915.1439999999999,551
1866,1611,917.1410000000001,947
1867,1613,919.14,949
1868,1615,921.13,951
1869,203,131.07399999999998,115
1870,205,133.07399999999998,74
1871,209,136.864,121
1872,213,140.863,125
1873,1617,920.145,985
1874,1620,923.1439999999999,988
1875,1626,929.1389999999999,1064
1876,1628,931.137,1066
1877,1630,933.1360000000001,1068
1878,1632,935.07,559
1879,1633,935.951,626
1880,1635,937.95,628
1881,1637,939.949,630
1882,1639,941.818,69
1883,1640,942.818,70
1884,1641,943.817,71
1885,1642,943.305,403
1886,1643,944.305,404
1887,1644,945.305,405
1888,1645,946.303,566
1889,1647,948.301,1481
1890,1650,951.299,1484
1891,1656,957.297,567
1892,1657,958.2919999999999,1491
1893,1660,961.288,1494
1894,1663,962.1139999999999,570
1895,1664,963.1080000000001,571
1896,1665,964.107,572
1897,1666,965.085,573
1898,1667,966.084,0
1899,1667,966.072,35
1900,215,141.639,196
1901,357,151.57399999999998,89
1902,219,145.457,191
1903,1668,962.2669999999999,985
1904,1670,964.2669999999999,987
1905,1673,967.2660000000001,576
1906,1674,968.265,577
1907,1675,968.821,614
1908,1677,970.82,616
1909,1679,972.819,618
1910,1681,974.711,995
1911,19,16.5691,9
1912,20,17.5602,12
1913,1683,975.834,0
1914,1683,975.005,1601
1915,1688,979.961,416
1916,1689,978.176,417
1917,1691,979.8610000000001,1002
1918,1693,981.8589999999999,1004
1919,1695,982.2189999999999,0
1920,1695,980.425,517
1921,1696,967.5060000000001,1533
1922,222,144.27200000000002,144
1923,1700,969.1010000000001,1008
1924,1702,969.674,1529
1925,1705,972.6619999999999,10
1926,1706,973.5160000000001,661
1927,1708,974.053,1013
1928,1710,976.0260000000001,1015
1929,1712,977.444,426
1930,1713,977.512,1111
1931,224,145.433,196
1932,1715,974.393,1540
1933,1718,977.3910000000001,1543
1934,1721,980.3889999999999,1546
1935,1724,981.696,1549
1936,1730,987.672,1555
1937,1733,990.671,1558
1938,1736,993.67,1561
1939,1739,996.6669999999999,1129
1940,1741,998.28,601
1941,1742,995.326,1206
1942,230,148.822,95
1943,234,152.578,204
1944,238,155.88,154
1945,9,4.88061,8
1946,1748,989.676,1571
1947,242,159.619,211
1948,1754,995.5269999999999,76
1949,1756,997.505,606
1950,1757,998.5039999999999,607
1951,1758,999.503,608
1952,245,162.309,214
1953,1762,992.936,1048
1954,1764,994.929,439
1955,1765,995.915,440
1956,1766,996.5369999999999,689
1957,1768,997.362,441
1958,12,7.725219999999999,11
1959,15,10.7236,14
1960,1769,987.4010000000001,1589
1961,1772,990.082,1592
1962,1775,993.081,1595
1963,1778,996.08,1598
1964,1781,999.039,1601
1965,1784,1002.04,1604
1966,1787,1005.04,1607
1967,1790,1008.03,658
1968,1792,1010.03,660
1969,1794,1012.03,662
1970,1796,1012.92,1613
1971,1802,1018.87,1619
1972,1808,1024.83,1625
1973,1811,1026.33,1174
1974,1817,1031.84,1634
1975,1820,1034.84,1637
1976,1823,1028.97,1088
1977,1825,1030.97,1090
1978,1827,1032.97,1092
1979,1829,1034.86,459
1980,1831,1036.86,1187
1981,1833,1038.85,461
1982,1834,1036.43,1189
1983,1836,1031.01,1653
1984,1839,1034.0,1656
1985,1842,1036.9,1659
1986,1848,1042.85,1665
1987,1854,1047.13,468
1988,1855,1048.13,469
1989,1856,1049.13,470
1990,1857,1050.13,471
1991,1858,1051.1,472
1992,1860,1053.05,1117
1993,1862,1055.05,1119
1994,1864,1057.05,1121
1995,1866,1056.62,725
1996,531,265.509,175
1997,532,266.508,176
1998,533,267.508,177
1999,1868,1057.38,477
2000,19,14.1102,17
2001,1870,1059.37,479
2002,1871,1060.37,1687
2003,1877,1066.25,1044
2004,1882,1071.25,650
2005,1883,1072.24,1699
2006,1889,1078.13,733
2007,1893,1079.62,1707
2008,1899,1085.61,488
2009,1900,1086.61,657
2010,1901,1087.61,1147
2011,1903,1089.6,1149
2012,1905,1091.57,1151
2013,1907,1090.81,492
2014,1908,1091.81,493
2015,1909,1092.52,494
2016,1911,1094.42,568
2017,248,155.627,162
2018,250,157.626,164
2019,1913,1096.16,743
2020,1917,1098.34,84
2021,1918,1099.34,85
2022,1919,1100.34,1233
2023,1921,1098.43,1160
2024,1923,1100.43,1162
2025,1925,1102.42,1164
2026,1927,1104.38,499
2027,1929,1106.34,1739
2028,1932,1109.34,1742
2029,1935,1112.34,1745
2030,1941,1118.33,1751
2031,1944,1121.28,576
2032,1946,1121.4,1756
2033,1952,1127.39,1182
2034,1954,1124.64,509
2035,1955,1125.64,510
2036,1956,1126.6,1186
2037,2,1.9999799999999999,2
2038,4,3.99925,2
2039,8,7.99912,6
2040,10,9.976280000000001,5
2041,14,13.9754,9
2042,1958,1125.0,512
2043,1959,1126.0,513
2044,1961,1126.53,515
2045,1962,1125.56,1256
2046,1964,1127.56,1258
2047,1966,1129.56,1260
2048,1968,1124.45,1778
2049,1974,1128.35,1848
2050,1979,1133.34,1853
2051,1984,1133.35,1270
2052,1986,1135.34,1272
2053,252,154.412,106
2054,1988,1132.15,520
2055,1989,1131.21,1795
2056,1992,1134.21,686
2057,1993,1135.18,590
2058,1994,1136.18,591
2059,1995,1129.94,1801
2060,1998,1132.94,1804
2061,22,16.1058,14
2062,254,154.39,167
2063,256,156.389,169
2064,2004,1136.01,1827
2065,2008,1140.01,1831
2066,2012,1138.52,527
2067,4,3.9911,1
2068,5,4.99103,2
2069,6,5.9910000000000005,3
2070,7,6.99096,4
2071,2014,1134.52,692
2072,2015,1135.52,693
2073,2016,1136.46,4
2074,2017,1137.38,694
2075,2018,1138.31,695
2076,2019,1139.29,1126
2077,2021,1141.29,696
2078,2022,1142.29,697
2079,2023,1143.29,698
2080,2024,1144.29,699
2081,2025,1145.28,530
2082,2026,1146.18,700
2083,2027,1147.18,0
2084,2027,1147.08,701
2085,2028,1148.07,702
2086,2029,1149.06,703
2087,2030,1149.88,704
2088,2031,1149.69,1834
2089,2034,1152.45,1837
2090,2037,1155.44,793
2091,2041,1154.81,533
2092,9,8.81668,6
2093,10,9.81657,0
2094,11,10.8033,1
2095,2042,1151.72,0
2096,24,17.5737,22
2097,2042,1148.53,713
2098,2044,1150.48,710
2099,12,11.7336,9
2100,2045,1151.25,711
2101,2046,1152.25,712
2102,2047,1152.64,1247
2103,2049,1154.64,1249
2104,2051,1156.64,1251
2105,264,160.239,232
2106,358,133.861,123
2107,14,13.5791,12
2108,17,16.545,13
2109,19,18.2896,15
2110,2053,1137.59,1854
2111,16,14.331,13
2112,19,17.331,16
2113,22,20.3297,15
2114,22,15.3651,13
2115,2056,1134.21,1319
2116,2058,1136.17,1859
2117,2061,1139.17,719
2118,2062,1140.17,1863
2119,2065,1143.17,1866
2120,26,24.1445,23
2121,21,20.0298,19
2122,30,22.7529,28
2123,2068,1140.73,1372
2124,33,25.5001,31
2125,37,29.3713,24
2126,2071,1129.12,1264
2127,29,26.4755,26
2128,2073,1130.23,1266
2129,32,29.4727,29
2130,2075,1130.22,812
2131,2077,1132.04,1333
2132,2079,1132.07,543
2133,2080,1131.41,544
2134,2081,1130.38,545
2135,267,155.071,235
2136,2082,1125.67,546
2137,2083,1124.73,547
2138,270,157.203,181
2139,272,159.202,183
2140,2084,1124.94,1883
2141,2090,1130.04,817
2142,2092,1131.69,1890
2143,2098,1137.68,1344
2144,2102,1140.98,552
2145,24,16.6061,16
2146,35,31.6695,32
2147,38,34.6596,27
2148,40,36.6594,17
2149,274,160.695,199
2150,41,37.6517,38
2151,44,40.6516,13
2152,39,30.4418,26
2153,41,32.0803,28
2154,2103,1131.16,0
2155,2103,1131.15,0
2156,24,21.6128,19
2157,2103,1130.72,1901
2158,2106,1133.72,735
2159,2107,1134.71,1169
2160,2109,1136.71,89
2161,2110,1137.71,555
2162,2111,1138.71,556
2163,2112,1138.14,736
2164,2113,1137.42,1364
2165,2116,1140.42,1367
2166,2119,1142.73,1914
2167,2125,1148.71,1920
2168,2128,1151.66,1408
2169,2131,1153.79,1925
2170,2134,1156.56,561
2171,2135,1157.47,1929
2172,2138,1146.92,1932
2173,2141,1145.78,1371
2174,2143,1147.78,1373
2175,2145,1149.75,1375
2176,2147,1151.75,1377
2177,43,33.0915,40
2178,2149,1150.52,564
2179,2150,1151.52,565
2180,277,156.556,244
2181,2151,1139.06,1945
2182,2154,1142.05,1948
2183,2157,1145.04,568
2184,45,39.0612,33
2185,46,35.4529,16
2186,2158,1144.31,1952
2187,47,36.3787,17
2188,48,41.9567,15
2189,2161,1146.84,1385
2190,2163,1148.83,1387
2191,2165,1150.83,1389
2192,48,37.3693,18
2193,280,159.017,189
2194,2167,1151.15,780
2195,2169,1153.15,782
2196,2171,1155.14,784
2197,49,42.3591,46
2198,49,37.8565,19
2199,2173,1143.18,1964
2200,2176,1144.76,1967
2201,2179,1142.6,1333
2202,2181,1144.59,1335
2203,2183,1146.47,1337
2204,53,45.6623,38
2205,2185,1147.64,1339
2206,27,18.121,13
2207,282,157.79,249
2208,2187,1148.76,1341
2209,285,160.754,252
2210,2189,1147.84,1980
2211,55,47.3432,50
2212,58,49.8929,53
2213,61,52.8929,12
2214,50,37.7819,48
2215,54,41.6832,50
2216,28,18.8585,16
2217,30,20.8577,19
2218,57,44.6732,53
2219,62,53.6165,44
2220,32,22.7796,24
2221,64,55.5065,46
2222,60,14.3814,20
2223,60,46.7257,37
2224,66,56.5396,61
2225,62,48.7231,58
2226,65,51.7083,45
2227,67,53.7071,26
2228,2192,1122.51,2048
2229,26,20.9122,13
2230,27,21.9116,14
2231,28,22.9115,8
2232,29,23.7861,24
2233,288,158.285,195
2234,290,160.267,257
2235,31,25.6942,29
2236,2197,1118.41,1986
2237,2200,1121.4,1989
2238,62,16.2183,22
2239,293,162.263,199
2240,295,164.25099999999998,172
2241,64,18.1369,24
2242,66,20.1343,26
2243,69,57.9968,50
2244,2203,1114.12,1411
2245,2208,1119.08,1354
2246,2210,1121.07,1356
2247,2212,1123.07,1358
2248,297,164.926,203
2249,71,59.7135,66
2250,74,62.6145,32
2251,76,64.6144,30
2252,34,28.0915,11
2253,77,65.5674,25
2254,35,28.8211,33
2255,38,31.82,36
2256,78,65.7956,31
2257,534,220.15099999999998,517
2258,68,21.7183,28
2259,300,164.56099999999998,128
2260,41,34.2554,33
2261,70,23.6575,25
2262,68,51.41,43
2263,302,165.657,267
2264,305,168.649,270
2265,2214,1095.37,585
2266,309,172.13299999999998,274
2267,2215,1091.64,1418
2268,2217,1093.63,1420
2269,2219,1095.61,20
2270,2220,1096.6,1363
2271,543,225.903,182
2272,359,118.516,43
2273,313,174.845,276
2274,544,226.41299999999998,363
2275,70,52.595,49
2276,316,176.722,279
2277,319,179.71400000000003,215
2278,321,181.71,217
2279,323,183.703,219
2280,43,35.0084,35
2281,360,118.419,292
2282,45,36.5911,37
2283,2222,1075.63,1386
2284,2225,1078.63,1389
2285,2228,1081.56,1392
2286,72,53.2058,29
2287,325,182.771,288
2288,363,120.72,295
2289,35,23.053,27
2290,2231,1079.79,1426
2291,366,123.665,44
2292,328,185.205,291
2293,2233,1081.76,1428
2294,331,187.805,225
2295,367,123.829,298
2296,370,126.823,301
2297,39,26.6368,29
2298,80,62.2634,58
2299,82,64.2633,60
2300,84,66.2633,62
2301,86,68.2566,79
2302,2235,1066.46,2091
2303,2240,1071.01,1375
2304,47,37.1033,39
2305,89,70.316,66
2306,91,72.301,16
2307,333,185.37599999999998,296
2308,336,187.42700000000002,126
2309,337,188.398,230
2310,42,29.0142,24
2311,339,190.1,232
2312,2242,1057.85,833
2313,2244,1059.85,835
2314,2246,1061.85,837
2315,92,72.1913,41
2316,94,74.0363,86
2317,373,127.52600000000001,210
2318,97,77.0298,32
2319,44,30.6221,28
2320,98,77.5429,90
2321,72,23.840999999999998,31
2322,49,37.9016,47
2323,101,79.8358,74
2324,341,188.792,234
2325,343,190.792,0
2326,343,190.791,130
2327,546,216.928,526
2328,74,25.7963,6
2329,75,26.7962,7
2330,103,81.2768,76
2331,107,85.2696,99
2332,344,190.78400000000002,323
2333,348,194.78400000000002,327
2334,356,202.782,243
2335,358,204.78099999999998,245
2336,360,206.77900000000002,73
2337,375,128.056,212
2338,379,132.056,216
2339,76,27.6585,35
2340,363,209.373,212
2341,46,32.0311,30
2342,48,34.0308,32
2343,52,40.4413,43
2344,56,44.4386,21
2345,50,35.9039,34
2346,56,41.903,25
2347,57,42.903,26
