buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
buggy,1.098612,1.386294,2.079442,0.506695,0.230829,0.177031,4.221344,0,1.386294,5.579949,0.006364,0,0,0
clean,0.693147,1.386294,3.178054,0.550868,0.092319,0.050909,6.539528,0,1.386294,3.13046,0.00044,3.465736,3.329909,3.465736
buggy,0.693147,1.098612,2.484907,0.549065,6.23637,0,0,0,0,0,0,0.693147,0.69217,0.693147
clean,0.693147,1.098612,1.098612,0.232307,0.009127,0.000679,7.29528,0,1.609438,1.016056,0.005757,3.496508,3.362623,3.496508
clean,1.386294,1.386294,1.098612,0.67989,0.078573,0.015394,6.732211,1,1.791759,1.366979,0.023003,2.564949,2.4929,3.178054
clean,1.386294,1.386294,1.098612,0.51049,0.052238,0,5.790978,0,1.94591,4.151256,0.018219,2.639057,2.57223,3.295837
clean,1.386294,1.386294,1.098612,0.367958,0.040316,0,6.987185,0,1.94591,4.309223,0.011947,2.70805,2.645614,3.401197
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,3.526361,3.396269,3.526361
buggy,1.386294,2.484907,2.833213,0.40755,0.0054,0.00681,6.185752,1,2.079442,3.463962,0.010006,4.75359,4.487282,5.602119
clean,1.386294,1.386294,1.098612,0.340492,0.055097,0.018705,5.477856,1,1.791759,2.477143,0.024863,4.762174,4.498464,5.613128
clean,0.693147,1.791759,3.178054,0.250335,0.012377,0.086272,5.83808,0,1.609438,4.587528,0.002538,3.555348,3.426959,3.555348
clean,1.386294,1.386294,1.098612,0.591105,0.018963,0.000563,6.790097,1,1.098612,3.054553,0.00841,4.770685,4.508951,5.624018
clean,1.386294,1.386294,1.098612,0.591105,0.000556,0.018733,6.802395,1,1.098612,0.247927,0.008859,4.779123,4.519302,5.63479
clean,1.098612,1.098612,0.693147,0,0.049393,0.205263,4.783316,1,1.609438,1.119049,0.073203,5.068904,4.786341,5.42495
clean,1.386294,1.386294,1.386294,0.418689,0.008616,0.000935,7.262804,1,1.94591,1.457978,0.008848,4.787492,4.524154,5.645447
clean,1.098612,2.197225,3.78419,0.300023,0.667588,0.034177,5.117299,0,1.791759,2.192158,0.003778,4.795791,4.534933,5.209486
buggy,1.386294,1.94591,2.397895,0.341817,0.031472,0.010756,6.055293,1,1.94591,3.073526,0.010524,2.70805,2.624393,3.496508
clean,1.098612,1.098612,1.098612,0.257455,0.044851,0.002291,5.389072,1,1.609438,2.128802,0.022677,2.772589,2.694208,2.70805
buggy,1.609438,1.94591,1.94591,0.283811,0.282768,0.048479,5.545177,1,1.609438,3.483398,0.018777,5.075174,4.788092,5.799093
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.553877,4.190825,4.060443
buggy,0.693147,1.386294,1.098612,0.136106,6.523562,0,0,0,0,0,0,4.564348,4.205828,3.295837
buggy,1.609438,1.609438,1.94591,0.188614,0.041859,0.036952,5.569191,0,1.94591,3.711514,0.020211,5.081404,4.794277,5.808142
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.574711,4.220036,4.110874
clean,1.098612,1.098612,0.693147,0,0.016129,0.016129,4.135167,1,1.098612,3.32929,0.107797,4.804021,4.5376,5.356586
clean,1.098612,1.386294,1.098612,0.550717,0.041684,0,5.685846,0,1.94591,3.77303,0.051435,2.772589,2.694931,3.135494
buggy,1.386294,1.386294,1.098612,0.550717,0.041673,0.000967,6.249975,1,1.386294,4.676551,0.005786,4.812184,4.547451,5.669881
clean,1.098612,1.791759,1.94591,0.465795,7.288244,0,0,0,0,0,0,1.098612,1.080523,1.386294
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,3.583519,3.44046,3.583519
clean,1.386294,1.94591,2.197225,0.364312,0.169977,0.005599,5.188006,1,1.94591,2.209051,0.027003,2.833213,2.757723,3.555348
clean,1.098612,1.098612,1.609438,0.186197,0.007317,0.012408,5.833055,1,1.791759,4.064818,0.01023,4.820282,4.556359,5.375278
clean,1.386294,1.386294,1.098612,0.509003,0.045337,0.014599,6.09357,0,1.791759,3.921926,0.011249,1.386294,1.368566,1.098612
clean,0.693147,1.94591,2.484907,0.289241,0.048191,0.024964,6.826184,1,1.609438,3.703497,0.001874,3.610918,3.466298,3.610918
clean,0.693147,1.791759,4.219508,0.508773,0.0587,0.202257,6.216947,0,1.609438,4.003593,0.000656,3.637586,3.496911,3.637586
clean,0.693147,1.098612,1.098612,0.081877,0,0.693147,6.464588,0,1.098612,4.871864,0.004669,3.663562,3.526743,3.663562
clean,1.386294,1.609438,1.609438,0.287708,0.088602,0.005685,5.172754,1,1.94591,4.129161,0.023941,5.087596,4.792446,5.805135
clean,1.098612,1.098612,0.693147,0,0.079752,0.044288,4.894101,0,1.609438,1.960811,0.037041,4.828314,4.560923,5.384495
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.09375,4.800202,4.51086
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.252273,4.865633,5.620401
clean,0.693147,1.386294,1.098612,0.035317,0.267469,0.001445,5.848365,1,1.386294,1.948009,0.012934,3.688879,3.552048,3.688879
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.257495,4.873042,5.036953
clean,0,0,0,0,0,0,0,0,0,0,0,5.26269,4.880663,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.267858,4.888219,5.043425
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,1.609438,1.586955,1.386294
clean,1.386294,1.386294,1.098612,0.230257,0.218689,0.015436,5.420535,0,1.609438,2.680247,0.030637,5.099866,4.80215,5.817111
clean,1.386294,1.386294,1.098612,0.230257,0.218689,0.015436,5.420535,0,1.609438,2.681008,0.030637,5.105945,4.810305,5.826
buggy,1.386294,1.791759,1.609438,0.211038,0.046535,0.017369,6.125995,0,1.609438,3.057354,0.006005,5.111988,4.816452,5.537334
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.117994,4.824506,4.543295
clean,1.609438,1.94591,1.609438,0.211038,0.055588,0.020807,5.944111,0,1.609438,3.058374,0.007201,5.123964,4.832465,5.860786
clean,0.693147,2.079442,2.890372,0.292702,0.108511,0.121582,6.127476,0,1.609438,2.79647,0.001928,3.713572,3.569572,3.713572
clean,0.693147,2.079442,2.890372,0.292702,0.108511,0.121582,6.127476,0,1.609438,2.796549,0.001928,3.73767,3.597345,3.73767
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.273,4.884195,5.63479
buggy,1.386294,2.302585,2.995732,0.613091,7.646831,0,0,0,0,0,0,4.584967,4.209645,4.477337
clean,0.693147,2.079442,2.995732,0.613091,7.646831,0,0,0,0,0,0,4.59512,4.224148,3.367296
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.60517,4.238589,4.143135
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,3.7612,3.616379,3.7612
buggy,1.386294,2.564949,2.833213,0.220222,0.15519,0.013575,6.249467,1,2.197225,3.763978,0.011066,2.833213,2.722124,3.610918
clean,1.386294,1.609438,1.386294,0.37738,0.017335,0,6.281799,0,1.791759,5.081355,0.011179,4.836282,4.550069,5.693732
clean,1.098612,1.098612,0.693147,0,0.01579,0.008803,6.339477,0,1.94591,0.036591,0.046641,4.844187,4.560577,5.402677
clean,1.386294,1.609438,1.386294,0.37738,0.017335,0,6.281799,0,1.791759,5.08138,0.011179,4.85203,4.570973,5.710427
clean,1.098612,1.098612,0.693147,0,0.016129,0.008993,6.318067,0,1.94591,3.462719,0.045904,4.859812,4.581267,5.420535
clean,1.098612,1.386294,1.098612,0.13313,0.070307,0.02473,6.49224,1,1.94591,3.557474,0.02473,4.867534,4.591451,5.429346
clean,0.693147,1.098612,1.386294,0.525354,0.022971,0.156209,6.033086,0,1.386294,2.471112,0.00639,3.78419,3.640057,3.78419
clean,0.693147,1.098612,1.386294,0.525354,0.022971,0.156209,6.033086,0,1.386294,2.471171,0.00639,3.806662,3.665966,3.806662
clean,1.098612,1.098612,1.609438,0.597542,0.00973,0.005999,5.809343,1,1.609438,4.161007,0.017151,5.129899,4.827321,5.298317
clean,1.098612,1.098612,1.609438,0.597542,0.00973,0.005999,5.809343,1,1.609438,4.161035,0.017151,5.135798,4.835297,5.308268
clean,1.098612,1.098612,1.386294,0.554943,0.011447,0.00626,5.766757,1,1.609438,5.106333,0.015577,5.141664,4.843124,5.31812
clean,1.098612,1.386294,1.098612,0.484526,0.082762,0.026202,4.335109,1,1.386294,5.047244,0.019716,0,0,0
clean,1.098612,1.386294,1.098612,0.484526,0.082762,0.026202,4.335109,1,1.386294,5.047289,0.019716,0.693147,0.693137,1.098612
buggy,1.386294,1.386294,2.197225,0.524878,6.345636,0,0,0,0,0,0,1.791759,1.745054,1.94591
clean,1.386294,1.386294,1.098612,0.14735,0.004701,0,6.862758,0,1.94591,3.149449,0.022263,2.890372,2.771763,3.688879
clean,0.693147,1.94591,2.397895,0.458168,0.083683,0.081106,5.881803,0,1.609438,2.894845,0.005023,3.828641,3.677338,3.828641
clean,0.693147,1.098612,0.693147,0,5.529429,0,0,0,0,0,0,3.850148,3.701072,3.850148
clean,0.693147,1.791759,2.302585,0.46462,0.048537,0.081893,5.976858,0,1.609438,3.018794,0.005074,3.871201,3.725436,3.871201
clean,1.098612,1.098612,0.693147,0,3.912023,0,0,0,0,0,0,5.147494,4.837583,5.509388
clean,1.098612,1.098612,0.693147,0,3.912023,0,0,0,0,0,0,5.153292,4.845478,5.517453
clean,0.693147,1.098612,0.693147,0,5.529429,0,0,0,0,0,0,3.89182,3.749045,3.89182
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.278115,4.873341,5.641907
clean,1.386294,1.386294,1.098612,0.109241,0.155485,0.080761,4.967498,1,1.791759,3.554999,0.067746,5.159055,4.852913,5.880533
clean,0.693147,1.386294,1.609438,0.129765,0.165816,0.013956,5.772064,0,1.386294,1.384395,0.00545,3.912023,3.771894,3.912023
clean,0.693147,1.386294,1.609438,0.129765,0.165816,0.013956,5.772064,0,1.386294,1.451117,0.00545,3.931826,3.794642,3.931826
buggy,1.386294,1.791759,2.564949,0.372017,0.081965,0.014093,5.780506,1,2.079442,3.009068,0.014602,2.890372,2.772745,3.637586
buggy,0.693147,1.098612,0.693147,0,0.017978,0.017978,5.400423,1,1.609438,0.682307,0.052993,3.951244,3.815204,3.951244
buggy,0.693147,1.098612,0.693147,0,0.017978,0.017978,5.400423,1,1.609438,0.927634,0.052993,3.970292,3.836998,3.970292
clean,1.386294,1.386294,1.098612,0.109241,0.155485,0.080761,4.967498,1,1.791759,3.576366,0.067746,5.164786,4.859122,5.888878
clean,1.098612,1.386294,1.098612,0.550717,0.008942,0.00597,5.123964,0,1.609438,3.42679,0.038184,4.875197,4.578942,5.438079
clean,0.693147,0.693147,0.693147,0,0.02174,0.02174,4.521789,0,1.386294,0.00267,0.043017,4.882802,4.58915,4.779123
buggy,1.386294,1.791759,3.135494,0.397372,0.00883,0.008511,6.897874,0,2.079442,4.327697,0.00399,4.890349,4.599255,5.743003
clean,1.098612,1.386294,1.098612,0.550717,0.008942,0.00597,5.123964,0,1.609438,3.426852,0.038184,4.89784,4.609259,5.459586
clean,0.693147,0.693147,0.693147,0,0.02174,0.02174,4.521789,0,1.386294,0.002797,0.043017,4.905275,4.619162,4.804021
buggy,0.693147,1.098612,0.693147,0,0.215404,0.103318,5.400423,0,1.609438,1.43938,0.057284,4.912655,4.628818,2.079442
buggy,0.693147,1.098612,0.693147,0,0.215404,0.103318,5.400423,0,1.609438,1.439515,0.057284,4.919981,4.638537,2.197225
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.615121,4.228018,4.762174
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.624973,4.24249,4.779123
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.634729,4.256755,4.795791
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.644391,4.270818,4.812184
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.65396,4.284629,4.828314
clean,1.386294,1.386294,1.098612,0.635011,0.294887,0.038505,5.493061,1,1.791759,5.1818,0.014359,5.170484,4.858416,5.897154
clean,1.386294,1.386294,1.098612,0.635011,0.294887,0.038505,5.493061,1,1.791759,5.181873,0.014359,5.17615,4.866118,5.905362
clean,1.098612,1.609438,2.484907,0.690885,0.284563,0.007092,3.95299,0,1.386294,3.655155,0.005324,1.098612,1.086445,1.098612
clean,1.098612,1.609438,2.484907,0.690885,0.284563,0.007092,3.95299,0,1.386294,3.655434,0.005324,1.386294,1.377163,1.609438
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.283204,4.871595,5.648974
clean,0.693147,1.386294,1.609438,0.582447,0.009662,0.005957,5.816367,0,1.94591,3.180742,0.012616,4.927254,4.643823,4.812184
clean,1.098612,1.609438,3.433987,0.350622,0.166577,0.037739,5.099488,0,2.197225,4.577311,0.0122,4.663439,4.294363,4.844187
clean,1.098612,1.609438,1.386294,0.209687,0.00791,0.009539,7.105171,1,2.079442,3.324237,0.015758,2.944439,2.816612,3.496508
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.181784,4.869801,4.65396
clean,1.098612,1.098612,1.098612,0.599912,0.037454,0,5.711529,0,1.791759,3.459979,0.027817,5.187386,4.877447,5.560682
clean,1.098612,1.098612,1.098612,0.599912,0.037535,0,5.709324,0,1.609438,3.757297,0.02626,5.192957,4.885004,5.568345
clean,0.693147,0.693147,0.693147,0,0.000737,0.000369,7.906179,1,1.94591,0.630834,0.016088,4.934474,4.651452,4.820282
clean,1.386294,1.386294,1.098612,0.482998,0.037947,0.017614,6.172396,1,1.386294,3.984329,0.00729,4.941642,4.659175,5.768321
clean,1.386294,1.386294,1.098612,0.482998,0.038051,0.017663,6.169611,1,1.386294,4.630643,0.00627,4.94876,4.668605,5.777652
clean,1.098612,1.386294,1.098612,0.352701,0.438782,0.141898,4.631491,1,1.791759,1.589452,0.093818,2.944439,2.815666,3.367296
clean,1.098612,1.386294,1.098612,0.352701,0.438782,0.141898,4.631491,1,1.791759,1.509686,0.093818,2.995732,2.873802,3.433987
clean,0.693147,2.397895,4.174387,0.318972,0.058761,0.007834,5.865422,0,1.609438,4.155603,0.001598,3.988984,3.84153,3.988984
buggy,1.386294,1.94591,2.079442,0.278677,0.130285,0.081714,6.252759,0,2.079442,3.622924,0.010962,2.995732,2.870345,3.806662
clean,0.693147,0.693147,0.693147,0,0.013889,0.009281,6.063785,1,1.386294,0.268745,0.016185,4.955827,4.677295,4.844187
clean,0.693147,0.693147,0.693147,0,0.013889,0.009281,6.063785,1,1.386294,0.26748,0.016185,4.962845,4.686557,4.85203
clean,0.693147,1.609438,1.791759,0.180588,0.590471,0.193403,5.461002,0,1.386294,1.199296,0.009345,4.007333,3.853762,4.007333
clean,1.098612,1.098612,0.693147,0,0.059423,0.10638,4.59512,1,1.609438,5.152927,0.059423,5.198497,4.882317,5.575949
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,3.044522,2.917306,2.639057
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.288267,4.862762,5.655992
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.293305,4.870453,5.66296
clean,0.693147,2.197225,2.302585,0.247886,0.089202,0.017668,6.540886,0,1.609438,3.304863,0.004167,4.025352,3.869477,4.025352
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.969813,4.683269,5.505332
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,4.976734,4.692457,5.513429
clean,0.693147,1.386294,1.386294,0.658472,5.293305,0,0,0,0,0,0,4.682131,4.303674,3.433987
clean,1.386294,1.386294,1.098612,0.301718,0.051003,0.012997,5.843544,0,1.098612,2.570633,0.004351,3.044522,2.900355,3.871201
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,1.609438,1.572079,1.098612
clean,1.386294,1.609438,1.791759,0.266529,0.081968,0.029554,5.729171,1,1.791759,3.862209,0.014244,5.204007,4.869563,5.932245
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,1.791759,1.754516,1.386294
clean,1.386294,1.386294,0.693147,0,0.073859,0,5.66296,0,2.079442,4.005362,0.040961,5.209486,4.871159,5.940171
clean,1.386294,1.609438,1.386294,0.053676,0.068737,0.003279,6.818377,1,1.791759,4.394363,0.006909,1.94591,1.849788,2.302585
clean,1.386294,1.609438,1.386294,0.053676,0.068737,0.003279,6.818377,1,1.791759,4.394447,0.006909,2.079442,1.99583,2.564949
clean,1.098612,1.098612,0.693147,0,0.089168,0.040615,4.579852,1,1.386294,5.237277,0.040615,4.983607,4.67895,5.521461
clean,1.098612,1.098612,0.693147,0,0.089168,0.040615,4.579852,1,1.386294,5.237309,0.040615,4.990433,4.688187,5.529429
clean,0.693147,0.693147,0.693147,0,0.018809,0,6.855409,0,0.693147,3.622686,0.00316,4.997212,4.697138,2.302585
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,5.003946,4.705775,4.882802
clean,0,0,0,0,0,0,0,0,0,0,0,5.010635,4.714778,0
buggy,1.386294,1.609438,1.098612,0.164544,0.28783,0.16988,6.045598,0,2.079442,3.651193,0.02114,5.214936,4.876593,5.948035
clean,1.098612,1.098612,2.079442,0.30185,0.140031,0.041639,5.478787,0,1.94591,5.3022,0.012497,4.691348,4.296436,4.859812
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.01728,4.720408,4.812184
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.023881,4.729271,4.820282
buggy,1.386294,1.609438,1.791759,0.418833,0.085041,0.016623,6.265301,0,2.079442,4.263245,0.016998,5.220356,4.881733,5.955837
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.298317,4.852491,1.386294
clean,1.098612,1.386294,4.356709,0.460192,0.03002,0.008222,6.061133,1,2.079442,4.684545,0.005086,1.94591,1.900333,1.609438
clean,1.098612,1.098612,0.693147,0,0.008357,0.011127,5.881929,1,1.94591,1.835188,0.062351,5.030438,4.726618,5.549076
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,1.791759,1.315086,1.609438
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,0.693147,0.566906,0
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,1.098612,1.016234,0.693147
buggy,1.386294,1.609438,1.098612,0.457032,0.088466,0,6.18929,0,2.197225,1.971794,0.021353,1.386294,1.325007,1.386294
clean,1.386294,1.386294,1.386294,0.345016,0.06379,0.008942,6.505784,0,2.079442,2.640635,0.022207,1.609438,1.560708,1.94591
clean,0,0,0,0,0,0,0,0,0,0,0,5.036953,4.732446,0
clean,1.098612,1.386294,4.234107,0.462592,0.027604,0.00574,6.009199,1,1.791759,5.597403,0.003939,2.079442,2.026295,1.94591
clean,1.098612,1.386294,4.189655,0.458168,0.028564,0.006358,6.047618,1,2.079442,4.846554,0.00567,2.197225,2.150109,2.197225
clean,1.386294,2.079442,3.7612,0.549976,0.009472,0.010272,5.584222,0,2.079442,4.874586,0.008582,3.091042,2.920729,3.828641
clean,1.098612,1.098612,0.693147,0,0.02353,0.011834,5.820083,0,1.94591,2.061526,0.035091,3.135494,2.972893,3.367296
clean,1.609438,1.609438,1.098612,0.567325,0.155326,0.006835,4.989071,0,1.94591,4.669993,0.030397,5.043425,4.738468,5.834811
clean,1.609438,1.609438,1.098612,0.567325,0.165191,0.007305,4.922896,0,1.791759,4.66898,0.028904,5.049856,4.747147,5.846439
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.056246,4.755786,1.386294
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.062595,4.764343,1.609438
buggy,1.386294,1.791759,1.609438,0.175599,0.089064,0.010409,6.888165,0,2.197225,2.545767,0.016954,3.178054,3.02083,3.555348
clean,1.386294,1.386294,0.693147,0,0.747805,0,3.423177,0,1.098612,1.043779,0.06524,5.068904,4.771345,5.849325
clean,1.386294,1.609438,1.098612,0.206496,0.146328,0,4.826312,0,1.94591,3.038816,0.08144,5.075174,4.779779,5.857933
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.081404,4.783392,4.927254
clean,1.098612,1.098612,0.693147,0,0.048009,0.165792,4.127134,0,1.386294,1.190447,0.048009,5.087596,4.7917,5.4161
clean,1.386294,1.386294,1.386294,0.322257,0.034756,0.010554,6.493376,1,1.791759,3.728167,0.013051,5.09375,4.798613,5.874931
clean,1.386294,1.386294,1.386294,0.322257,0.034743,0.01055,6.493754,1,1.94591,2.63717,0.014042,5.099866,4.80682,5.883322
clean,1.386294,1.609438,2.197225,0.309432,0.029297,0.014561,5.756795,1,2.079442,4.862143,0.00829,5.105945,4.814953,5.891644
clean,0.693147,1.609438,1.386294,0.258427,0.042938,0.007172,6.880898,1,1.94591,3.526637,0.009551,4.043051,3.833778,4.043051
clean,0.693147,1.609438,1.386294,0.258427,0.043888,0.007334,6.858565,1,1.94591,3.796924,0.009072,4.060443,3.855173,4.060443
clean,1.386294,1.609438,1.791759,0.437528,0.05197,0.010709,6.015345,0,1.791759,5.216022,0.006828,2.197225,2.086449,2.772589
clean,1.098612,1.098612,0.693147,0,0,0.076633,4.736198,0,1.609438,5.347979,0.051736,1.791759,1.733306,1.94591
clean,0.693147,1.386294,1.94591,0.236108,0.111485,0.010828,5.622468,0,1.386294,3.972318,0.008432,4.077537,3.867728,4.077537
clean,0.693147,1.386294,1.94591,0.236108,0.111485,0.010828,5.622468,0,1.386294,3.967138,0.008432,4.094345,3.888419,4.094345
clean,0.693147,0.693147,1.098612,0.457032,0.034847,0.007067,4.269697,0,1.098612,0.705668,0.014085,5.111988,4.814588,4.962845
clean,1.386294,1.791759,0,0,0,0,0,0,0,0,0,5.117994,4.822666,5.620401
clean,1.098612,1.098612,0,0,0,0,0,0,0,0,0,1.94591,1.893804,1.609438
buggy,1.098612,1.386294,1.609438,0.126894,0.031841,0.023257,6.641182,0,2.302585,2.627086,0.016529,5.123964,4.820338,5.459586
clean,1.098612,1.609438,1.609438,0.509018,0.003534,0.002651,6.338594,1,2.197225,3.031939,0.026202,5.129899,4.82837,5.631212
clean,1.386294,1.609438,1.386294,0.061905,0,0.024358,6.575773,1,2.079442,3.937127,0.017524,5.135798,4.836234,5.918894
clean,0.693147,0.693147,0.693147,0,0.007326,0.007326,4.919981,0,1.386294,0.846147,0.028988,4.70048,4.266669,4.143135
clean,0.693147,1.386294,1.386294,0.464008,0,0.008666,5.260096,1,1.386294,5.144047,0.013829,4.110874,3.881933,4.110874
clean,0.693147,1.098612,1.098612,0.340492,0,0.013514,4.997212,1,0.693147,5.347736,0.003396,4.127134,3.90233,4.127134
buggy,1.386294,1.386294,1.098612,0.177595,0.214452,0.004796,6.033086,0,2.197225,3.679253,0.041207,5.225747,4.832712,5.963579
buggy,1.386294,1.386294,1.098612,0.187286,0.217403,0.00245,6.012901,0,2.197225,3.936165,0.038497,5.231109,4.839428,5.971262
buggy,1.386294,1.386294,1.098612,0.427858,0.008068,0.003675,6.522093,0,2.302585,2.835481,0.016795,3.091042,2.872457,3.931826
clean,1.386294,2.197225,2.197225,0.276238,0.041557,0.002296,6.562444,0,2.197225,3.517388,0.014742,5.141664,4.82058,5.926926
clean,1.098612,1.386294,0.693147,0,5.55296,0,0,0,0,0,0,5.303305,4.801493,5.442418
clean,1.098612,1.386294,0.693147,0,5.55296,0,0,0,0,0,0,5.308268,4.809587,5.451038
clean,1.098612,1.386294,0.693147,0,5.55296,0,0,0,0,0,0,5.313206,4.817649,5.459586
clean,1.098612,1.098612,1.098612,0.262985,0.032071,0.001915,7.643722,0,2.079442,4.618896,0.006449,3.218876,3.009714,3.610918
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,3.258097,3.057843,2.833213
clean,1.386294,1.386294,1.098612,0.262985,0.047429,0.002853,7.244942,0,2.079442,4.628066,0.009243,3.295837,3.103694,4.025352
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.143135,3.904968,4.143135
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.158883,3.924906,4.158883
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.174387,3.943134,4.174387
clean,1.098612,1.386294,1.098612,0.693147,0.010477,0.001503,5.809142,1,1.791759,4.125716,0.025255,3.135494,2.912981,3.713572
clean,1.098612,1.386294,1.098612,0.693147,0.010497,0.001506,5.807142,1,1.791759,5.029843,0.023834,3.178054,2.96583,3.7612
clean,1.386294,1.386294,1.098612,0.340492,0.034446,0.006985,4.967498,1,1.609438,3.89036,0.034446,5.147494,4.819402,5.934894
clean,1.386294,1.386294,1.098612,0.290647,0.037398,0.010339,4.979028,1,1.386294,5.355638,0.027337,5.153292,4.827433,5.942799
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.159055,4.835401,4.934474
buggy,1.386294,1.94591,1.609438,0.354008,0.046707,0.002894,6.538381,0,2.302585,2.913442,0.024333,5.164786,4.836647,5.953243
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,1.94591,1.50584,1.791759
clean,0.693147,0.693147,0.693147,0,0.014185,0.014185,4.26268,0,0.693147,1.610114,0.028171,5.170484,4.8431,4.574711
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.189655,3.953389,4.189655
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.204693,3.972395,4.204693
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.219508,3.989245,4.219508
clean,1.098612,1.791759,2.197225,0.429426,0.024953,0.00779,5.341271,1,1.94591,4.807311,0.017887,2.302585,2.144394,2.639057
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.17615,4.846869,4.94876
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.234107,4.005169,4.234107
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.248495,4.023224,4.248495
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,4.26268,4.040961,4.26268
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.181784,4.854496,4.955827
clean,0.693147,0.693147,0.693147,0,0.002516,0.002516,5.986452,1,1.94591,0.16048,0.029779,5.187386,4.862182,5.023881
clean,1.098612,1.098612,1.386294,0.457263,0.683636,0.64689,6.665047,0,2.079442,1.223284,0.011001,3.332205,3.132058,3.583519
clean,1.386294,1.386294,1.609438,0.588058,0.263039,0.021715,5.270946,1,1.386294,5.851277,0.005152,2.079442,1.968553,2.564949
clean,0.693147,0.693147,0.693147,0,0.001308,0.001308,6.639876,0,0.693147,1.579368,0.001308,5.192957,4.862035,4.584967
buggy,1.609438,2.079442,1.609438,0.29822,1.145028,0.004587,4.014128,0,1.791759,2.593619,0.022728,2.397895,2.245595,3.044522
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,2.484907,2.345065,2.079442
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,3.367296,3.164027,3.178054
clean,0.693147,1.098612,1.098612,0.693147,0,0.012739,4.369448,0,1.098612,1.360371,0.019048,3.401197,3.205361,3.218876
buggy,1.386294,1.386294,3.806662,0.52827,1.194758,0.001299,3.582902,0,1.94591,0.565049,0.006477,5.198497,4.86695,5.97381
buggy,1.386294,2.197225,2.995732,0.295059,0.203158,0.070866,6.40787,0,2.302585,3.715293,0.012437,3.433987,3.243303,4.143135
clean,0.693147,0.693147,0,0,0,0,0,0,0,0,0,5.204007,4.872882,5.036953
clean,0.693147,1.098612,2.564949,0.258837,0.029619,0.044638,5.418489,0,1.386294,4.297231,0.003704,4.276666,4.044718,4.276666
buggy,1.098612,1.098612,0.693147,0,0.007117,0.007117,4.94876,1,1.791759,4.240274,0.139762,2.197225,2.092677,2.484907
